x, y, z, Ex, Ey, Ez, Phi
-5.000, 0.200, 3.000, -0.02518, 0.00101, 0.01511, 0.17140
-5.000, 0.200, 3.400, -0.02258, 0.00090, 0.01536, 0.16529
-5.000, 0.200, 3.800, -0.02016, 0.00081, 0.01532, 0.15915
-5.000, 0.200, 4.200, -0.01793, 0.00072, 0.01506, 0.15307
-5.000, 0.200, 4.600, -0.01592, 0.00064, 0.01465, 0.14712
-5.000, 0.200, 5.000, -0.01413, 0.00057, 0.01413, 0.14136
-5.000, 0.600, -5.000, -0.01399, 0.00168, -0.01399, 0.14091
-5.000, 0.600, -4.600, -0.01576, 0.00189, -0.01450, 0.14662
-5.000, 0.600, -4.200, -0.01773, 0.00213, -0.01490, 0.15250
-5.000, 0.600, -3.800, -0.01991, 0.00239, -0.01513, 0.15851
-5.000, 0.600, -3.400, -0.02229, 0.00267, -0.01516, 0.16458
-5.000, 0.600, -3.000, -0.02483, 0.00298, -0.01490, 0.17060
-5.000, 0.600, -2.600, -0.02747, 0.00330, -0.01428, 0.17645
-5.000, 0.600, -2.200, -0.03013, 0.00362, -0.01326, 0.18197
-5.000, 0.600, -1.800, -0.03269, 0.00392, -0.01177, 0.18699
-5.000, 0.600, -1.400, -0.03501, 0.00420, -0.00980, 0.19132
-5.000, 0.600, -1.000, -0.03694, 0.00443, -0.00739, 0.19477
-5.000, 0.600, -0.600, -0.03833, 0.00460, -0.00460, 0.19718
-5.000, 0.600, -0.200, -0.03906, 0.00469, -0.00156, 0.19842
-5.000, 0.600, 0.200, -0.03906, 0.00469, 0.00156, 0.19842
-5.000, 0.600, 0.600, -0.03833, 0.00460, 0.00460, 0.19718
-5.000, 0.600, 1.000, -0.03694, 0.00443, 0.00739, 0.19477
-5.000, 0.600, 1.400, -0.03501, 0.00420, 0.00980, 0.19132
-5.000, 0.600, 1.800, -0.03269, 0.00392, 0.01177, 0.18699
-5.000, 0.600, 2.200, -0.03013, 0.00362, 0.01326, 0.18197
-5.000, 0.600, 2.600, -0.02747, 0.00330, 0.01428, 0.17645
-5.000, 0.600, 3.000, -0.02483, 0.00298, 0.01490, 0.17060
-5.000, 0.600, 3.400, -0.02229, 0.00267, 0.01516, 0.16458
-5.000, 0.600, 3.800, -0.01991, 0.00239, 0.01513, 0.15851
-5.000, 0.600, 4.200, -0.01773, 0.00213, 0.01490, 0.15250
-5.000, 0.600, 4.600, -0.01576, 0.00189, 0.01450, 0.14662
-5.000, 0.600, 5.000, -0.01399, 0.00168, 0.01399, 0.14091
-5.000, 1.000, -5.000, -0.01373, 0.00275, -0.01373, 0.14003
-5.000, 1.000, -4.600, -0.01544, 0.00309, -0.01420, 0.14562
-5.000, 1.000, -4.200, -0.01734, 0.00347, -0.01457, 0.15138
-5.000, 1.000, -3.800, -0.01944, 0.00389, -0.01478, 0.15725
-5.000, 1.000, -3.400, -0.02172, 0.00434, -0.01477, 0.16317
-5.000, 1.000, -3.000, -0.02415, 0.00483, -0.01449, 0.16903
-5.000, 1.000, -2.600, -0.02667, 0.00533, -0.01387, 0.17471
-5.000, 1.000, -2.200, -0.02919, 0.00584, -0.01285, 0.18007
-5.000, 1.000, -1.800, -0.03162, 0.00632, -0.01138, 0.18493
-5.000, 1.000, -1.400, -0.03382, 0.00676, -0.00947, 0.18912
-5.000, 1.000, -1.000, -0.03564, 0.00713, -0.00713, 0.19245
-5.000, 1.000, -0.600, -0.03694, 0.00739, -0.00443, 0.19477
-5.000, 1.000, -0.200, -0.03763, 0.00753, -0.00151, 0.19597
-5.000, 1.000, 0.200, -0.03763, 0.00753, 0.00151, 0.19597
-5.000, 1.000, 0.600, -0.03694, 0.00739, 0.00443, 0.19477
-5.000, 1.000, 1.000, -0.03564, 0.00713, 0.00713, 0.19245
-5.000, 1.000, 1.400, -0.03382, 0.00676, 0.00947, 0.18912
-5.000, 1.000, 1.800, -0.03162, 0.00632, 0.01138, 0.18493
-5.000, 1.000, 2.200, -0.02919, 0.00584, 0.01285, 0.18007
-5.000, 1.000, 2.600, -0.02667, 0.00533, 0.01387, 0.17471
-5.000, 1.000, 3.000, -0.02415, 0.00483, 0.01449, 0.16903
-5.000, 1.000, 3.400, -0.02172, 0.00434, 0.01477, 0.16317
-5.000, 1.000, 3.800, -0.01944, 0.00389, 0.01478, 0.15725
-5.000, 1.000, 4.200, -0.01734, 0.00347, 0.01457, 0.15138
-5.000, 1.000, 4.600, -0.01544, 0.00309, 0.01420, 0.14562
-5.000, 1.000, 5.000, -0.01373, 0.00275, 0.01373, 0.14003
-5.000, 1.400, -5.000, -0.01335, 0.00374, -0.01335, 0.13873
-5.000, 1.400, -4.600, -0.01498, 0.00419, -0.01378, 0.14416
-5.000, 1.400, -4.200, -0.01679, 0.00470, -0.01410, 0.14974
-5.000, 1.400, -3.800, -0.01877, 0.00526, -0.01427, 0.15542
-5.000, 1.400, -3.400, -0.02091, 0.00586, -0.01422, 0.16112
-5.000, 1.400, -3.000, -0.02319, 0.00649, -0.01391, 0.16676
-5.000, 1.400, -2.600, -0.02554, 0.00715, -0.01328, 0.17221
-5.000, 1.400, -2.200, -0.02788, 0.00781, -0.01227, 0.17733
-5.000, 1.400, -1.800, -0.03013, 0.00844, -0.01085, 0.18197
-5.000, 1.400, -1.400, -0.03215, 0.00900, -0.00900, 0.18595
-5.000, 1.400, -1.000, -0.03382, 0.00947, -0.00676, 0.18912
-5.000, 1.400, -0.600, -0.03501, 0.00980, -0.00420, 0.19132
-5.000, 1.400, -0.200, -0.03564, 0.00998, -0.00143, 0.19245
-5.000, 1.400, 0.200, -0.03564, 0.00998, 0.00143, 0.19245
-5.000, 1.400, 0.600, -0.03501, 0.00980, 0.00420, 0.19132
-5.000, 1.400, 1.000, -0.03382, 0.00947, 0.00676, 0.18912
-5.000, 1.400, 1.400, -0.03215, 0.00900, 0.00900, 0.18595
-5.000, 1.400, 1.800, -0.03013, 0.00844, 0.01085, 0.18197
-5.000, 1.400, 2.200, -0.02788, 0.00781, 0.01227, 0.17733
-5.000, 1.400, 2.600, -0.02554, 0.00715, 0.01328, 0.17221
-5.000, 1.400, 3.000, -0.02319, 0.00649, 0.01391, 0.16676
-5.000, 1.400, 3.400, -0.02091, 0.00586, 0.01422, 0.16112
-5.000, 1.400, 3.800, -0.01877, 0.00526, 0.01427, 0.15542
-5.000, 1.400, 4.200, -0.01679, 0.00470, 0.01410, 0.14974
-5.000, 1.400, 4.600, -0.01498, 0.00419, 0.01378, 0.14416
-5.000, 1.400, 5.000, -0.01335, 0.00374, 0.01335, 0.13873
-5.000, 1.800, -5.000, -0.01287, 0.00463, -0.01287, 0.13705
-5.000, 1.800, -4.600, -0.01440, 0.00518, -0.01325, 0.14228
-5.000, 1.800, -4.200, -0.01609, 0.00579, -0.01351, 0.14763
-5.000, 1.800, -3.800, -0.01793, 0.00646, -0.01363, 0.15307
-5.000, 1.800, -3.400, -0.01991, 0.00717, -0.01354, 0.15851
-5.000, 1.800, -3.000, -0.02200, 0.00792, -0.01320, 0.16387
-5.000, 1.800, -2.600, -0.02415, 0.00869, -0.01256, 0.16903
-5.000, 1.800, -2.200, -0.02628, 0.00946, -0.01156, 0.17387
-5.000, 1.800, -1.800, -0.02831, 0.01019, -0.01019, 0.17823
-5.000, 1.800, -1.400, -0.03013, 0.01085, -0.00844, 0.18197
-5.000, 1.800, -1.000, -0.03162, 0.01138, -0.00632, 0.18493
-5.000, 1.800, -0.600, -0.03269, 0.01177, -0.00392, 0.18699
-5.000, 1.800, -0.200, -0.03325, 0.01197, -0.00133, 0.18804
-5.000, 1.800, 0.200, -0.03325, 0.01197, 0.00133, 0.18804
-5.000, 1.800, 0.600, -0.03269, 0.01177, 0.00392, 0.18699
-5.000, 1.800, 1.000, -0.03162, 0.01138, 0.00632, 0.18493
-5.000, 1.800, 1.400, -0.03013, 0.01085, 0.00844, 0.18197
-5.000, 1.800, 1.800, -0.02831, 0.01019, 0.01019, 0.17823
-5.000, 1.800, 2.200, -0.02628, 0.00946, 0.01156, 0.17387
-5.000, 1.800, 2.600, -0.02415, 0.00869, 0.01256, 0.16903
-5.000, 1.800, 3.000, -0.02200, 0.00792, 0.01320, 0.16387
-5.000, 1.800, 3.400, -0.01991, 0.00717, 0.01354, 0.15851
-5.000, 1.800, 3.800, -0.01793, 0.00646, 0.01363, 0.15307
-5.000, 1.800, 4.200, -0.01609, 0.00579, 0.01351, 0.14763
-5.000, 1.800, 4.600, -0.01440, 0.00518, 0.01325, 0.14228
-5.000, 1.800, 5.000, -0.01287, 0.00463, 0.01287, 0.13705
-5.000, 2.200, -5.000, -0.01231, 0.00542, -0.01231, 0.13504
-5.000, 2.200, -4.600, -0.01373, 0.00604, -0.01263, 0.14003
-5.000, 2.200, -4.200, -0.01528, 0.00672, -0.01284, 0.14513
-5.000, 2.200, -3.800, -0.01697, 0.00747, -0.01290, 0.15028
-5.000, 2.200, -3.400, -0.01877, 0.00826, -0.01276, 0.15542
-5.000, 2.200, -3.000, -0.02066, 0.00909, -0.01239, 0.16046
-5.000, 2.200, -2.600, -0.02258, 0.00994, -0.01174, 0.16529
-5.000, 2.200, -2.200, -0.02448, 0.01077, -0.01077, 0.16981
-5.000, 2.200, -1.800, -0.02628, 0.01156, -0.00946, 0.17387
-5.000, 2.200, -1.400, -0.02788, 0.01227, -0.00781, 0.17733
-5.000, 2.200, -1.000, -0.02919, 0.01285, -0.00584, 0.18007
-5.000, 2.200, -0.600, -0.03013, 0.01326, -0.00362, 0.18197
-5.000, 2.200, -0.200, -0.03061, 0.01347, -0.00122, 0.18294
-5.000, 2.200, 0.200, -0.03061, 0.01347, 0.00122, 0.18294
-5.000, 2.200, 0.600, -0.03013, 0.01326, 0.00362, 0.18197
-5.000, 2.200, 1.000, -0.02919, 0.01285, 0.00584, 0.18007
-5.000, 2.200, 1.400, -0.02788, 0.01227, 0.00781, 0.17733
-5.000, 2.200, 1.800, -0.02628, 0.01156, 0.00946, 0.17387
-5.000, 2.200, 2.200, -0.02448, 0.01077, 0.01077, 0.16981
-5.000, 2.200, 2.600, -0.02258, 0.00994, 0.01174, 0.16529
-5.000, 2.200, 3.000, -0.02066, 0.00909, 0.01239, 0.16046
-5.000, 2.200, 3.400, -0.01877, 0.00826, 0.01276, 0.15542
-5.000, 2.200, 3.800, -0.01697, 0.00747, 0.01290, 0.15028
-5.000, 2.200, 4.200, -0.01528, 0.00672, 0.01284, 0.14513
-5.000, 2.200, 4.600, -0.01373, 0.00604, 0.01263, 0.14003
-5.000, 2.200, 5.000, -0.01231, 0.00542, 0.01231, 0.13504
-5.000, 2.600, -5.000, -0.01169, 0.00608, -0.01169, 0.13273
-5.000, 2.600, -4.600, -0.01299, 0.00675, -0.01195, 0.13746
-5.000, 2.600, -4.200, -0.01440, 0.00749, -0.01210, 0.14228
-5.000, 2.600, -3.800, -0.01592, 0.00828, -0.01210, 0.14712
-5.000, 2.600, -3.400, -0.01754, 0.00912, -0.01192, 0.15193
-5.000, 2.600, -3.000, -0.01921, 0.00999, -0.01153, 0.15663
-5.000, 2.600, -2.600, -0.02091, 0.01088, -0.01088, 0.16112
-5.000, 2.600, -2.200, -0.02258, 0.01174, -0.00994, 0.16529
-5.000, 2.600, -1.800, -0.02415, 0.01256, -0.00869, 0.16903
-5.000, 2.600, -1.400, -0.02554, 0.01328, -0.00715, 0.17221
-5.000, 2.600, -1.000, -0.02667, 0.01387, -0.00533, 0.17471
-5.000, 2.600, -0.600, -0.02747, 0.01428, -0.00330, 0.17645
-5.000, 2.600, -0.200, -0.02788, 0.01450, -0.00112, 0.17733
-5.000, 2.600, 0.200, -0.02788, 0.01450, 0.00112, 0.17733
-5.000, 2.600, 0.600, -0.02747, 0.01428, 0.00330, 0.17645
-5.000, 2.600, 1.000, -0.02667, 0.01387, 0.00533, 0.17471
-5.000, 2.600, 1.400, -0.02554, 0.01328, 0.00715, 0.17221
-5.000, 2.600, 1.800, -0.02415, 0.01256, 0.00869, 0.16903
-5.000, 2.600, 2.200, -0.02258, 0.01174, 0.00994, 0.16529
-5.000, 2.600, 2.600, -0.02091, 0.01088, 0.01088, 0.16112
-5.000, 2.600, 3.000, -0.01921, 0.00999, 0.01153, 0.15663
-5.000, 2.600, 3.400, -0.01754, 0.00912, 0.01192, 0.15193
-5.000, 2.600, 3.800, -0.01592, 0.00828, 0.01210, 0.14712
-5.000, 2.600, 4.200, -0.01440, 0.00749, 0.01210, 0.14228
-5.000, 2.600, 4.600, -0.01299, 0.00675, 0.01195, 0.13746
-5.000, 2.600, 5.000, -0.01169, 0.00608, 0.01169, 0.13273
-5.000, 3.000, -5.000, -0.01103, 0.00662, -0.01103, 0.13019
-5.000, 3.000, -4.600, -0.01220, 0.00732, -0.01123, 0.13464
-5.000, 3.000, -4.200, -0.01347, 0.00808, -0.01132, 0.13916
-5.000, 3.000, -3.800, -0.01483, 0.00890, -0.01127, 0.14368
-5.000, 3.000, -3.400, -0.01626, 0.00976, -0.01106, 0.14815
-5.000, 3.000, -3.000, -0.01773, 0.01064, -0.01064, 0.15250
-5.000, 3.000, -2.600, -0.01921, 0.01153, -0.00999, 0.15663
-5.000, 3.000, -2.200, -0.02066, 0.01239, -0.00909, 0.16046
-5.000, 3.000, -1.800, -0.02200, 0.01320, -0.00792, 0.16387
-5.000, 3.000, -1.400, -0.02319, 0.01391, -0.00649, 0.16676
-5.000, 3.000, -1.000, -0.02415, 0.01449, -0.00483, 0.16903
-5.000, 3.000, -0.600, -0.02483, 0.01490, -0.00298, 0.17060
-5.000, 3.000, -0.200, -0.02518, 0.01511, -0.00101, 0.17140
-5.000, 3.000, 0.200, -0.02518, 0.01511, 0.00101, 0.17140
-5.000, 3.000, 0.600, -0.02483, 0.01490, 0.00298, 0.17060
-5.000, 3.000, 1.000, -0.02415, 0.01449, 0.00483, 0.16903
-5.000, 3.000, 1.400, -0.02319, 0.01391, 0.00649, 0.16676
-5.000, 3.000, 1.800, -0.02200, 0.01320, 0.00792, 0.16387
-5.000, 3.000, 2.200, -0.02066, 0.01239, 0.00909, 0.16046
-5.000, 3.000, 2.600, -0.01921, 0.01153, 0.00999, 0.15663
-5.000, 3.000, 3.000, -0.01773, 0.01064, 0.01064, 0.15250
-5.000, 3.000, 3.400, -0.01626, 0.00976, 0.01106, 0.14815
-5.000, 3.000, 3.800, -0.01483, 0.00890, 0.01127, 0.14368
-5.000, 3.000, 4.200, -0.01347, 0.00808, 0.01132, 0.13916
-5.000, 3.000, 4.600, -0.01220, 0.00732, 0.01123, 0.13464
-5.000, 3.000, 5.000, -0.01103, 0.00662, 0.01103, 0.13019
-5.000, 3.400, -5.000, -0.01035, 0.00704, -0.01035, 0.12745
-5.000, 3.400, -4.600, -0.01140, 0.00775, -0.01049, 0.13162
-5.000, 3.400, -4.200, -0.01253, 0.00852, -0.01053, 0.13583
-5.000, 3.400, -3.800, -0.01373, 0.00934, -0.01043, 0.14003
-5.000, 3.400, -3.400, -0.01498, 0.01019, -0.01019, 0.14416
-5.000, 3.400, -3.000, -0.01626, 0.01106, -0.00976, 0.14815
-5.000, 3.400, -2.600, -0.01754, 0.01192, -0.00912, 0.15193
-5.000, 3.400, -2.200, -0.01877, 0.01276, -0.00826, 0.15542
-5.000, 3.400, -1.800, -0.01991, 0.01354, -0.00717, 0.15851
-5.000, 3.400, -1.400, -0.02091, 0.01422, -0.00586, 0.16112
-5.000, 3.400, -1.000, -0.02172, 0.01477, -0.00434, 0.16317
-5.000, 3.400, -0.600, -0.02229, 0.01516, -0.00267, 0.16458
-5.000, 3.400, -0.200, -0.02258, 0.01536, -0.00090, 0.16529
-5.000, 3.400, 0.200, -0.02258, 0.01536, 0.00090, 0.16529
-5.000, 3.400, 0.600, -0.02229, 0.01516, 0.00267, 0.16458
-5.000, 3.400, 1.000, -0.02172, 0.01477, 0.00434, 0.16317
-5.000, 3.400, 1.400, -0.02091, 0.01422, 0.00586, 0.16112
-5.000, 3.400, 1.800, -0.01991, 0.01354, 0.00717, 0.15851
-5.000, 3.400, 2.200, -0.01877, 0.01276, 0.00826, 0.15542
-5.000, 3.400, 2.600, -0.01754, 0.01192, 0.00912, 0.15193
-5.000, 3.400, 3.000, -0.01626, 0.01106, 0.00976, 0.14815
-5.000, 3.400, 3.400, -0.01498, 0.01019, 0.01019, 0.14416
-5.000, 3.400, 3.800, -0.01373, 0.00934, 0.01043, 0.14003
-5.000, 3.400, 4.200, -0.01253, 0.00852, 0.01053, 0.13583
-5.000, 3.400, 4.600, -0.01140, 0.00775, 0.01049, 0.13162
-5.000, 3.400, 5.000, -0.01035, 0.00704, 0.01035, 0.12745
-5.000, 3.800, -5.000, -0.00967, 0.00735, -0.00967, 0.12457
-5.000, 3.800, -4.600, -0.01060, 0.00806, -0.00975, 0.12846
-5.000, 3.800, -4.200, -0.01159, 0.00881, -0.00974, 0.13236
-5.000, 3.800, -3.800, -0.01264, 0.00961, -0.00961, 0.13623
-5.000, 3.800, -3.400, -0.01373, 0.01043, -0.00934, 0.14003
-5.000, 3.800, -3.000, -0.01483, 0.01127, -0.00890, 0.14368
-5.000, 3.800, -2.600, -0.01592, 0.01210, -0.00828, 0.14712
-5.000, 3.800, -2.200, -0.01697, 0.01290, -0.00747, 0.15028
-5.000, 3.800, -1.800, -0.01793, 0.01363, -0.00646, 0.15307
-5.000, 3.800, -1.400, -0.01877, 0.01427, -0.00526, 0.15542
-5.000, 3.800, -1.000, -0.01944, 0.01478, -0.00389, 0.15725
-5.000, 3.800, -0.600, -0.01991, 0.01513, -0.00239, 0.15851
-5.000, 3.800, -0.200, -0.02016, 0.01532, -0.00081, 0.15915
-5.000, 3.800, 0.200, -0.02016, 0.01532, 0.00081, 0.15915
-5.000, 3.800, 0.600, -0.01991, 0.01513, 0.00239, 0.15851
-5.000, 3.800, 1.000, -0.01944, 0.01478, 0.00389, 0.15725
-5.000, 3.800, 1.400, -0.01877, 0.01427, 0.00526, 0.15542
-5.000, 3.800, 1.800, -0.01793, 0.01363, 0.00646, 0.15307
-5.000, 3.800, 2.200, -0.01697, 0.01290, 0.00747, 0.15028
-5.000, 3.800, 2.600, -0.01592, 0.01210, 0.00828, 0.14712
-5.000, 3.800, 3.000, -0.01483, 0.01127, 0.00890, 0.14368
-5.000, 3.800, 3.400, -0.01373, 0.01043, 0.00934, 0.14003
-5.000, 3.800, 3.800, -0.01264, 0.00961, 0.00961, 0.13623
-5.000, 3.800, 4.200, -0.01159, 0.00881, 0.00974, 0.13236
-5.000, 3.800, 4.600, -0.01060, 0.00806, 0.00975, 0.12846
-5.000, 3.800, 5.000, -0.00967, 0.00735, 0.00967, 0.12457
-5.000, 4.200, -5.000, -0.00899, 0.00755, -0.00899, 0.12159
-5.000, 4.200, -4.600, -0.00981, 0.00824, -0.00903, 0.12520
-5.000, 4.200, -4.200, -0.01068, 0.00897, -0.00897, 0.12880
-5.000, 4.200, -3.800, -0.01159, 0.00974, -0.00881, 0.13236
-5.000, 4.200, -3.400, -0.01253, 0.01053, -0.00852, 0.13583
-5.000, 4.200, -3.000, -0.01347, 0.01132, -0.00808, 0.13916
-5.000, 4.200, -2.600, -0.01440, 0.01210, -0.00749, 0.14228
-5.000, 4.200, -2.200, -0.01528, 0.01284, -0.00672, 0.14513
-5.000, 4.200, -1.800, -0.01609, 0.01351, -0.00579, 0.14763
-5.000, 4.200, -1.400, -0.01679, 0.01410, -0.00470, 0.14974
-5.000, 4.200, -1.000, -0.01734, 0.01457, -0.00347, 0.15138
-5.000, 4.200, -0.600, -0.01773, 0.01490, -0.00213, 0.15250
-5.000, 4.200, -0.200, -0.01793, 0.01506, -0.00072, 0.15307
-5.000, 4.200, 0.200, -0.01793, 0.01506, 0.00072, 0.15307
-5.000, 4.200, 0.600, -0.01773, 0.01490, 0.00213, 0.15250
-5.000, 4.200, 1.000, -0.01734, 0.01457, 0.00347, 0.15138
-5.000, 4.200, 1.400, -0.01679, 0.01410, 0.00470, 0.14974
-5.000, 4.200, 1.800, -0.01609, 0.01351, 0.00579, 0.14763
-5.000, 4.200, 2.200, -0.01528, 0.01284, 0.00672, 0.14513
-5.000, 4.200, 2.600, -0.01440, 0.01210, 0.00749, 0.14228
-5.000, 4.200, 3.000, -0.01347, 0.01132, 0.00808, 0.13916
-5.000, 4.200, 3.400, -0.01253, 0.01053, 0.00852, 0.13583
-5.000, 4.200, 3.800, -0.01159, 0.00974, 0.00881, 0.13236
-5.000, 4.200, 4.200, -0.01068, 0.00897, 0.00897, 0.12880
-5.000, 4.200, 4.600, -0.00981, 0.00824, 0.00903, 0.12520
-5.000, 4.200, 5.000, -0.00899, 0.00755, 0.00899, 0.12159
-5.000, 4.600, -5.000, -0.00833, 0.00766, -0.00833, 0.11854
-5.000, 4.600, -4.600, -0.00905, 0.00833, -0.00833, 0.12188
-5.000, 4.600, -4.200, -0.00981, 0.00903, -0.00824, 0.12520
-5.000, 4.600, -3.800, -0.01060, 0.00975, -0.00806, 0.12846
-5.000, 4.600, -3.400, -0.01140, 0.01049, -0.00775, 0.13162
-5.000, 4.600, -3.000, -0.01220, 0.01123, -0.00732, 0.13464
-5.000, 4.600, -2.600, -0.01299, 0.01195, -0.00675, 0.13746
-5.000, 4.600, -2.200, -0.01373, 0.01263, -0.00604, 0.14003
-5.000, 4.600, -1.800, -0.01440, 0.01325, -0.00518, 0.14228
-5.000, 4.600, -1.400, -0.01498, 0.01378, -0.00419, 0.14416
-5.000, 4.600, -1.000, -0.01544, 0.01420, -0.00309, 0.14562
-5.000, 4.600, -0.600, -0.01576, 0.01450, -0.00189, 0.14662
-5.000, 4.600, -0.200, -0.01592, 0.01465, -0.00064, 0.14712
-5.000, 4.600, 0.200, -0.01592, 0.01465, 0.00064, 0.14712
-5.000, 4.600, 0.600, -0.01576, 0.01450, 0.00189, 0.14662
-5.000, 4.600, 1.000, -0.01544, 0.01420, 0.00309, 0.14562
-5.000, 4.600, 1.400, -0.01498, 0.01378, 0.00419, 0.14416
-5.000, 4.600, 1.800, -0.01440, 0.01325, 0.00518, 0.14228
-5.000, 4.600, 2.200, -0.01373, 0.01263, 0.00604, 0.14003
-5.000, 4.600, 2.600, -0.01299, 0.01195, 0.00675, 0.13746
-5.000, 4.600, 3.000, -0.01220, 0.01123, 0.00732, 0.13464
-5.000, 4.600, 3.400, -0.01140, 0.01049, 0.00775, 0.13162
-5.000, 4.600, 3.800, -0.01060, 0.00975, 0.00806, 0.12846
-5.000, 4.600, 4.200, -0.00981, 0.00903, 0.00824, 0.12520
-5.000, 4.600, 4.600, -0.00905, 0.00833, 0.00833, 0.12188
-5.000, 4.600, 5.000, -0.00833, 0.00766, 0.00833, 0.11854
-5.000, 5.000, -5.000, -0.00770, 0.00770, -0.00770, 0.11547
-5.000, 5.000, -4.600, -0.00833, 0.00833, -0.00766, 0.11854
-5.000, 5.000, -4.200, -0.00899, 0.00899, -0.00755, 0.12159
-5.000, 5.000, -3.800, -0.00967, 0.00967, -0.00735, 0.12457
-5.000, 5.000, -3.400, -0.01035, 0.01035, -0.00704, 0.12745
-5.000, 5.000, -3.000, -0.01103, 0.01103, -0.00662, 0.13019
-5.000, 5.000, -2.600, -0.01169, 0.01169, -0.00608, 0.13273
-5.000, 5.000, -2.200, -0.01231, 0.01231, -0.00542, 0.13504
-5.000, 5.000, -1.800, -0.01287, 0.01287, -0.00463, 0.13705
-5.000, 5.000, -1.400, -0.01335, 0.01335, -0.00374, 0.13873
-5.000, 5.000, -1.000, -0.01373, 0.01373, -0.00275, 0.14003
-5.000, 5.000, -0.600, -0.01399, 0.01399, -0.00168, 0.14091
-5.000, 5.000, -0.200, -0.01413, 0.01413, -0.00057, 0.14136
-5.000, 5.000, 0.200, -0.01413, 0.01413, 0.00057, 0.14136
-5.000, 5.000, 0.600, -0.01399, 0.01399, 0.00168, 0.14091
-5.000, 5.000, 1.000, -0.01373, 0.01373, 0.00275, 0.14003
-5.000, 5.000, 1.400, -0.01335, 0.01335, 0.00374, 0.13873
-5.000, 5.000, 1.800, -0.01287, 0.01287, 0.00463, 0.13705
-5.000, 5.000, 2.200, -0.01231, 0.01231, 0.00542, 0.13504
-5.000, 5.000, 2.600, -0.01169, 0.01169, 0.00608, 0.13273
-5.000, 5.000, 3.000, -0.01103, 0.01103, 0.00662, 0.13019
-5.000, 5.000, 3.400, -0.01035, 0.01035, 0.00704, 0.12745
-5.000, 5.000, 3.800, -0.00967, 0.00967, 0.00735, 0.12457
-5.000, 5.000, 4.200, -0.00899, 0.00899, 0.00755, 0.12159
-5.000, 5.000, 4.600, -0.00833, 0.00833, 0.00766, 0.11854
-5.000, 5.000, 5.000, -0.00770, 0.00770, 0.00770, 0.11547
-4.600, -5.000, -5.000, -0.00766, -0.00833, -0.00833, 0.11854
-4.600, -5.000, -4.600, -0.00833, -0.00905, -0.00833, 0.12188
-4.600, -5.000, -4.200, -0.00903, -0.00981, -0.00824, 0.12520
-4.600, -5.000, -3.800, -0.00975, -0.01060, -0.00806, 0.12846
-4.600, -5.000, -3.400, -0.01049, -0.01140, -0.00775, 0.13162
-4.600, -5.000, -3.000, -0.01123, -0.01220, -0.00732, 0.13464
-4.600, -5.000, -2.600, -0.01195, -0.01299, -0.00675, 0.13746
-4.600, -5.000, -2.200, -0.01263, -0.01373, -0.00604, 0.14003
-4.600, -5.000, -1.800, -0.01325, -0.01440, -0.00518, 0.14228
-4.600, -5.000, -1.400, -0.01378, -0.01498, -0.00419, 0.14416
-4.600, -5.000, -1.000, -0.01420, -0.01544, -0.00309, 0.14562
-4.600, -5.000, -0.600, -0.01450, -0.01576, -0.00189, 0.14662
-4.600, -5.000, -0.200, -0.01465, -0.01592, -0.00064, 0.14712
-4.600, -5.000, 0.200, -0.01465, -0.01592, 0.00064, 0.14712
-4.600, -5.000, 0.600, -0.01450, -0.01576, 0.00189, 0.14662
-4.600, -5.000, 1.000, -0.01420, -0.01544, 0.00309, 0.14562
-4.600, -5.000, 1.400, -0.01378, -0.01498, 0.00419, 0.14416
-4.600, -5.000, 1.800, -0.01325, -0.01440, 0.00518, 0.14228
-4.600, -5.000, 2.200, -0.01263, -0.01373, 0.00604, 0.14003
-4.600, -5.000, 2.600, -0.01195, -0.01299, 0.00675, 0.13746
-4.600, -5.000, 3.000, -0.01123, -0.01220, 0.00732, 0.13464
-4.600, -5.000, 3.400, -0.01049, -0.01140, 0.00775, 0.13162
-4.600, -5.000, 3.800, -0.00975, -0.01060, 0.00806, 0.12846
-4.600, -5.000, 4.200, -0.00903, -0.00981, 0.00824, 0.12520
-4.600, -5.000, 4.600, -0.00833, -0.00905, 0.00833, 0.12188
-4.600, -5.000, 5.000, -0.00766, -0.00833, 0.00833, 0.11854
-4.600, -4.600, -5.000, -0.00833, -0.00833, -0.00905, 0.12188
-4.600, -4.600, -4.600, -0.00909, -0.00909, -0.00909, 0.12551
-4.600, -4.600, -4.200, -0.00991, -0.00991, -0.00905, 0.12914
-4.600, -4.600, -3.800, -0.01076, -0.01076, -0.00889, 0.13273
-4.600, -4.600, -3.400, -0.01163, -0.01163, -0.00860, 0.13623
-4.600, -4.600, -3.000, -0.01251, -0.01251, -0.00816, 0.13959
-4.600, -4.600, -2.600, -0.01338, -0.01338, -0.00756, 0.14274
-4.600, -4.600, -2.200, -0.01420, -0.01420, -0.00679, 0.14562
-4.600, -4.600, -1.800, -0.01496, -0.01496, -0.00585, 0.14815
-4.600, -4.600, -1.400, -0.01561, -0.01561, -0.00475, 0.15028
-4.600, -4.600, -1.000, -0.01613, -0.01613, -0.00351, 0.15193
-4.600, -4.600, -0.600, -0.01650, -0.01650, -0.00215, 0.15307
-4.600, -4.600, -0.200, -0.01668, -0.01668, -0.00073, 0.15365
-4.600, -4.600, 0.200, -0.01668, -0.01668, 0.00073, 0.15365
